Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
18/07/2021;0;1011,7;18,6;30,4;22,5;16,6;79,7;50;9,2;2,6
19/07/2021;0;1013,6;18,9;25,1;21,1;19,4;87,3;76;9;2,6
20/07/2021;0;1018,4;12,4;22,7;19,2;16,5;65,9;48;14,6;4
21/07/2021;0;1020,6;14,4;25,5;18,7;12,9;77;54;6,1;1,9
22/07/2021;0;1022,1;16,6;25;19,7;14,6;83,1;66;6,3;1,8
23/07/2021;0;1022,2;15,6;26,3;19,8;16,3;78,5;53;6,1;1,5
24/07/2021;0;1020,4;15,4;26,6;20,2;15,3;75,3;51;7,9;2
25/07/2021;0;1018,8;15,5;26,7;20,2;15,1;75,3;54;8,1;2,4
26/07/2021;0;1016,8;16,3;27,2;20,3;14,8;78,6;56;10,5;2,9
27/07/2021;0;1013,2;17,8;29,3;21,8;16,1;79,7;48;10,7;3,5
28/07/2021;0;1009,7;17,9;28,9;23;19,5;74,9;48;10,7;3,7
29/07/2021;0;1013,9;15,3;20,6;19,1;18;79,1;67;13,1;4,4
30/07/2021;0;1020,4;10,4;21,9;18,4;16,1;60;47;11,9;4,2
31/07/2021;0;1024;11,5;22,3;17,7;13,3;68,6;49;11,4;3,3
01/08/2021;6;1025,1;14,6;23,3;17,7;14,3;83;59;7,2;2
02/08/2021;0,4;1021,8;15,1;23,8;18,2;15,1;82,5;66;5,1;1,9
03/08/2021;0;1018,6;15,5;25,9;19,2;14,2;80,4;57;5,6;1,7
04/08/2021;0,4;1021,2;16,5;24,2;20,3;17;79,6;60;11,8;3,7
05/08/2021;8,2;1023,3;17,3;21,8;19,2;17,5;89;82;8,2;2,1
06/08/2021;5,8;1024,4;16,9;25,2;19,3;15,9;86,5;64;6,7;1,4
07/08/2021;1,2;1022,6;16,6;24,8;18,7;15,8;87,9;73;8,3;2,1
08/08/2021;5,2;1020,8;17;24,8;19,1;16,3;88;70;6,6;1,7
09/08/2021;0,4;1019,3;16,9;26,3;20,1;14,9;82,9;61;9;2,6
10/08/2021;0;1016,4;17,9;27,1;21,6;17;80,4;59;10,2;3
11/08/2021;0;1013,8;18,3;28,3;null;17,7;78,8;56;9,6;3,6
12/08/2021;null;null;null;null;null;null;null;null;null;null
13/08/2021;null;null;null;null;null;null;null;null;null;null
14/08/2021;null;null;null;null;null;null;null;null;null;null
15/08/2021;null;null;null;null;null;null;null;null;null;null
16/08/2021;null;null;null;null;null;null;null;null;null;null
17/08/2021;null;null;null;null;null;null;null;null;null;null
18/08/2021;null;null;null;null;null;null;null;null;null;null
19/08/2021;null;null;null;null;null;null;null;null;null;null
20/08/2021;null;null;null;null;null;null;null;null;null;null
21/08/2021;null;null;null;null;null;null;null;null;null;null
22/08/2021;null;null;null;null;null;null;null;null;null;null
23/08/2021;null;null;null;null;null;null;null;null;null;null
24/08/2021;null;null;null;null;null;null;null;null;null;null
25/08/2021;null;null;null;null;null;null;null;null;null;null
26/08/2021;null;null;null;null;null;null;null;null;null;null
27/08/2021;null;null;null;null;null;null;null;null;null;null
28/08/2021;null;null;null;null;null;null;null;null;null;null
29/08/2021;null;null;null;null;null;null;null;null;null;null
30/08/2021;null;null;null;null;null;null;null;null;null;null
31/08/2021;null;null;null;null;null;null;null;null;null;null
01/09/2021;null;null;null;null;null;null;null;null;null;null
02/09/2021;null;null;null;null;null;null;null;null;null;null
03/09/2021;null;null;null;null;null;null;null;null;null;null
04/09/2021;null;null;null;null;null;null;null;null;null;null
05/09/2021;null;null;null;null;null;null;null;null;null;null
06/09/2021;null;null;null;null;null;null;null;null;null;null
07/09/2021;null;null;null;null;null;null;null;null;null;null
08/09/2021;null;null;null;null;null;null;null;null;null;null
09/09/2021;null;null;null;null;null;null;null;null;null;null
10/09/2021;null;null;null;null;null;null;null;null;null;null
11/09/2021;null;null;null;null;null;null;null;null;null;null
12/09/2021;null;null;null;null;null;null;null;null;null;null
13/09/2021;null;null;null;null;null;null;null;null;null;null
14/09/2021;null;null;null;null;null;null;null;null;null;null
15/09/2021;null;null;null;null;null;null;null;null;null;null
16/09/2021;null;null;null;null;null;null;null;null;null;null
17/09/2021;null;null;null;null;null;null;null;null;null;null
18/09/2021;null;null;null;null;null;null;null;null;null;null
19/09/2021;null;null;null;null;null;null;null;null;null;null
20/09/2021;null;null;null;null;null;null;null;null;null;null
21/09/2021;null;null;null;null;null;null;null;null;null;null
22/09/2021;null;null;null;null;null;null;null;null;null;null
23/09/2021;null;null;null;null;null;null;null;null;null;null
24/09/2021;null;null;null;null;null;null;null;null;null;null
25/09/2021;null;null;null;null;null;null;null;null;null;null
26/09/2021;null;null;null;null;null;null;null;null;null;null
27/09/2021;null;null;null;null;null;null;null;null;null;null
28/09/2021;null;null;null;null;null;null;null;null;null;null
29/09/2021;null;null;null;null;null;null;null;null;null;null
30/09/2021;null;null;null;null;null;null;null;null;null;null
01/10/2021;null;null;null;null;null;null;null;null;null;null
02/10/2021;null;null;null;null;null;null;null;null;null;null
03/10/2021;null;null;null;null;null;null;null;null;null;null
04/10/2021;null;null;null;null;null;null;null;null;null;null
05/10/2021;null;null;null;null;null;null;null;null;null;null
06/10/2021;null;null;null;null;null;null;null;84;null;null
07/10/2021;null;null;null;null;null;null;null;68;null;null
08/10/2021;null;null;null;null;null;null;null;80;null;null
09/10/2021;null;null;null;null;null;null;null;82;null;null
10/10/2021;null;null;null;null;null;null;null;90;null;null
11/10/2021;null;null;null;null;null;null;null;null;null;null
12/10/2021;null;null;null;null;null;null;null;85;null;null
13/10/2021;null;null;null;null;null;null;null;73;null;null
14/10/2021;null;null;null;null;null;null;null;74;null;null
15/10/2021;null;null;null;null;null;null;null;56;null;null
16/10/2021;null;null;null;null;null;null;null;53;null;null
17/10/2021;null;null;null;null;null;null;null;89;null;null
18/10/2021;null;null;null;null;null;null;null;84;null;null
19/10/2021;null;null;null;null;null;null;null;90;null;null
20/10/2021;null;null;null;null;null;null;null;85;null;null
21/10/2021;null;null;null;null;null;null;null;74;null;null
22/10/2021;null;null;null;null;null;null;null;67;null;null
23/10/2021;null;null;null;null;null;null;null;66;null;null
24/10/2021;null;null;null;null;null;null;null;50;null;null
25/10/2021;null;null;null;null;null;null;null;77;null;null
26/10/2021;null;null;null;null;null;null;null;71;null;null
27/10/2021;null;null;null;null;null;null;null;66;null;null
28/10/2021;null;null;null;null;null;null;null;62;null;null
29/10/2021;null;null;null;null;null;null;null;70;null;null
30/10/2021;null;null;null;null;null;null;null;null;null;null
31/10/2021;null;null;null;null;null;null;null;null;null;null
01/11/2021;null;null;null;null;null;null;null;null;null;null
02/11/2021;null;null;null;null;null;null;null;null;null;null
03/11/2021;null;null;null;null;null;null;null;74;null;null
04/11/2021;null;null;null;null;null;null;null;68;null;null
05/11/2021;null;null;null;null;null;null;null;75;null;null
06/11/2021;null;null;null;null;null;null;null;66;null;null
07/11/2021;null;null;null;null;null;null;null;70;null;null
08/11/2021;null;null;null;null;null;null;null;null;null;null
09/11/2021;null;null;null;null;null;null;null;84;null;null
10/11/2021;null;null;null;null;null;null;null;null;null;null
11/11/2021;null;null;null;null;null;null;null;null;null;null
12/11/2021;null;null;null;null;null;null;null;null;null;null
13/11/2021;null;null;null;null;null;null;null;null;null;null
14/11/2021;null;null;null;null;null;null;null;67;null;null
15/11/2021;null;null;null;null;null;null;null;70;null;null
16/11/2021;null;null;null;null;null;null;null;null;null;null
17/11/2021;null;null;null;null;null;null;null;77;null;null
18/11/2021;null;null;null;null;null;null;null;59;null;null
19/11/2021;null;null;null;null;null;null;null;65;null;null
20/11/2021;null;null;null;null;null;null;null;null;null;null
21/11/2021;null;null;null;null;null;null;null;null;null;null
22/11/2021;null;null;null;null;null;null;null;76;null;null
23/11/2021;null;null;null;null;null;null;null;70;null;null
24/11/2021;null;null;null;null;null;null;null;66;null;null
25/11/2021;null;1011,6;18,8;29,5;23,1;18,3;78,2;53;5,7;1,4
26/11/2021;0;1007,7;19,7;29,3;23,5;18;80,3;57;13,2;4,4
27/11/2021;2,6;1004,8;20,2;25,3;23,3;22;82,8;76;12,8;4,2
28/11/2021;2,2;1003,3;20,9;32;24,8;20;80;55;9,4;2,4
29/11/2021;4,6;1002,9;21,9;31;25;20,3;83,8;60;11,5;2,7
30/11/2021;0;1002,7;23,6;31;26,8;24,2;82,9;66;12,3;4,5
01/12/2021;1;1004,5;22,8;28,8;24,6;22,3;90,3;69;7,6;1,6
02/12/2021;0,2;1006,6;22,1;29,2;25,1;22,4;84,1;60;10,8;3
03/12/2021;0;1008,8;21,4;29,1;23,5;21,1;88,8;65;7;1,5
04/12/2021;10,2;1012,3;20;28,1;23,2;18,6;83,3;61;6,8;1,4
05/12/2021;0,2;1012,5;20,9;29,7;24,7;19,8;80,3;63;10,8;2,7
06/12/2021;0;1009,3;21,8;29,6;24,7;22,6;84,7;61;9,8;3,4
07/12/2021;4,8;1007,8;20,8;26,5;22,5;21,4;90,7;72;10,9;2,5
08/12/2021;26,6;1008,3;19,8;24,8;21,6;19,7;89,5;75;10,1;2,7
09/12/2021;7,8;1009,4;19,1;26,4;21,3;19,3;88;67;8;1,6
10/12/2021;0,2;1008,6;19,3;28,5;23,2;18;79,8;58;9,4;2,9
11/12/2021;0;1005,8;21,8;31,8;25,6;21,4;80,5;56;12,5;4,4
12/12/2021;0;1005,3;22,5;33;27,1;23,3;77,3;53;14,5;5,1
13/12/2021;0;1006,8;22,3;32,6;26,8;24;77,2;56;12,2;4,8
14/12/2021;0,4;1007,5;22;31,5;26,7;24,3;76;51;10,9;4,6
15/12/2021;0;1007,8;22,7;30,7;26,6;24;79,6;63;14,1;4,8
16/12/2021;0;1006,8;22,6;31,6;26,8;23,8;78,6;56;12,9;5
17/12/2021;0;1006,8;22,4;34,4;26,9;24,7;76,8;51;9,7;4
18/12/2021;0;1008,5;22,3;28,4;23,7;22,4;91,9;74;11,2;2,5
19/12/2021;8;1009,6;20,6;26,3;23;20,8;86,7;65;9,6;3,1
20/12/2021;4,6;1009,9;19,6;26,6;22,3;19,5;85,8;62;9,2;2
21/12/2021;1,2;1008,5;21,1;26;22,7;20,6;90,9;72;4,9;1,7
22/12/2021;6,8;1004,8;22,6;32,4;25,6;20,9;84,8;58;12,1;3,4
23/12/2021;0;1003;22,6;28,4;24,7;24,1;88,3;71;11,1;2,8
24/12/2021;1,4;1004,6;19,4;28;23,4;21,9;78,5;64;11,5;2,6
25/12/2021;0;1007,4;18,8;27,7;23,3;20,3;76,6;53;10,5;2,9
26/12/2021;0;1008,3;19;29,4;23,8;18,4;75,5;55;8;2,3
27/12/2021;0;1006,6;20,9;31,8;25,2;19,3;79;56;12;3
28/12/2021;0;1007,7;21,8;32,2;26,7;21,2;76;57;13,5;4,2
29/12/2021;3,8;1009,8;23,2;30,9;25,8;23;85,9;59;7,5;2,3
30/12/2021;14,2;1008,5;22,8;29,9;25,2;22,2;86,9;68;12,1;2,7
31/12/2021;0;1007,1;22,8;29,1;25,2;23,4;87;69;12;3,7
01/01/2022;3;1007,8;22,8;29,3;25,9;24;83,1;70;11,2;4
02/01/2022;0;1008,7;22,1;29,7;26,4;23,7;77,8;60;10,7;4,3
03/01/2022;0;1008,7;22,3;30,4;26,1;23,4;80;58;11;4,3
04/01/2022;0;1007,5;22,1;31,7;26,5;23,2;77,4;51;14,3;5
05/01/2022;0;1005,7;21,5;33,1;27,2;23,7;72,1;48;13,1;5,4
06/01/2022;0;1004,3;21,2;33,2;27,6;23,7;69;49;11;4,5
07/01/2022;10,6;1004,4;23,7;28,9;25,4;23,5;90,8;77;11,6;3
08/01/2022;8;1006;22,6;27,1;23,7;22,6;93,6;80;8,2;1,6
09/01/2022;42,6;1008,2;22,2;25,2;23;21,9;95,4;86;6,5;1,2
10/01/2022;1,2;1006,6;23;31,7;25,7;22;86,1;61;11,9;3,6
11/01/2022;0;1006,1;23,1;31,8;26,9;23,5;80,3;64;13,6;4,4
12/01/2022;0;1007,5;22,4;34,5;27,5;23,7;74,9;50;12,1;4,4
13/01/2022;0;1011,3;21;32;26,2;21,9;74;50;11,1;3,8
14/01/2022;0;1014,5;21,1;30,7;25,4;20,6;79,3;49;9,7;2,3
15/01/2022;0;1013,7;21,5;31,5;25,2;20,6;81,2;55;7,5;1,6
16/01/2022;0;1011,5;22,5;31;25,9;22;82,8;59;9,2;2,3
17/01/2022;0;1011;22,1;31;26,7;23,3;77;53;12,3;3,8
18/01/2022;0;1011,7;22,9;32;27,2;22,5;78,2;60;11,8;3,7
19/01/2022;0;1012,8;22,3;31,3;26,6;21,8;78,8;51;12;3,5
20/01/2022;0;1011,6;22,3;32,2;26,9;22,1;77,5;52;11,3;2,8
21/01/2022;0;1010;22,2;31,8;26,7;22,1;78;55;6,2;1,4
22/01/2022;5,8;1010,6;22,1;30,1;24,9;21,8;85,4;61;7,3;2
23/01/2022;3,4;1010,3;21,1;31,1;25,2;20,8;79,6;47;11,1;2,8
24/01/2022;0;1009,7;21,5;31,1;25,8;21,2;79,1;49;11,2;3
25/01/2022;0;1009,5;21,3;31,6;25,4;21,1;79,4;56;10,1;2
26/01/2022;0;1009,4;21,2;31,9;25,1;21,6;80;46;12,9;4
27/01/2022;0;1007,2;21;33,2;26,5;20,6;73,4;47;14,2;4,1
28/01/2022;0;1005,1;22,3;34,6;27,7;23,8;73,5;48;14,8;5,2
29/01/2022;0;1005,2;22,1;34;27,7;23,1;73;48;13,4;4,6
30/01/2022;0;1007;22,8;32,4;26,2;21,6;82,1;62;7,6;1,6
31/01/2022;2,8;1006,7;23,5;34,3;26,8;23,6;83,4;58;16,6;2,5
01/02/2022;21,4;1006,9;22,7;36;26,7;23;81,5;50;9,2;3,2
02/02/2022;21,4;1009,7;22,6;30,4;25,4;22,4;85,4;66;12,2;1,5
03/02/2022;8,6;1009,4;22,9;30,5;25,1;22,6;88,5;67;5,8;1,3
04/02/2022;0;1008,8;22,9;31,4;25,7;23,3;85,3;59;11,3;3,1
05/02/2022;1,2;1008,1;22,4;31,5;26;22,8;81,5;60;14,5;4,4
06/02/2022;0;1008,1;22,1;32,1;26,7;22,8;76,4;56;12,7;4,6
07/02/2022;0;1007,8;22,7;31,3;26,7;24,1;79,6;59;12,1;4,4
08/02/2022;0;1006,7;22,5;32,6;27,3;24,1;76;57;12,2;4,3
09/02/2022;1,6;1007,8;20,9;28,9;24;20,9;83,5;64;8,1;2,2
10/02/2022;0;1008,3;21,3;29;24,2;21,6;84,5;68;6,6;1,8
11/02/2022;0,6;1008,3;22,3;29;24,1;22,6;89,8;72;8,5;1,6
12/02/2022;9,6;1008,6;22,4;28;23,7;21,8;92,8;71;8,3;1,7
13/02/2022;3,8;1008,1;23,1;31,8;25,3;21,8;88,4;62;10,1;2,5
14/02/2022;12,2;1006,9;23,3;31,4;26,3;22,5;84,4;60;12;3,4
15/02/2022;0;1007,8;23,4;31;25,7;24,3;87,5;69;8;2,8
16/02/2022;23,2;1009,9;22,4;29;24,8;22,7;87,5;66;8;2
17/02/2022;13,4;1008,8;22;29,4;24,8;21,4;85,2;68;10;2,4
18/02/2022;1;1005,5;22,9;30,3;25,4;23,1;86,5;64;11,4;3,2
19/02/2022;15;1006,4;22,9;31,3;25,8;22,5;84,9;60;11,9;2,8
20/02/2022;0;1009,8;23;31,6;26,8;23,9;80,8;52;10,5;3,3
21/02/2022;0;1011;22,7;32,3;26,7;22,4;80;51;11,1;3,1
22/02/2022;0;1010,5;21,9;31,8;25,5;20,4;81,8;54;11,6;2,7
23/02/2022;0;1008,6;22,3;31,7;26,8;23,3;77,5;53;12,3;3,7
24/02/2022;0;1009,3;22,9;31,5;26,9;23,7;79,3;63;8,4;2,6
25/02/2022;0;1012,1;22,6;30,7;25,6;21,4;84,8;62;6,8;1,6
26/02/2022;0;1012,3;22,4;31,5;26;21,5;81,9;60;8,5;2
27/02/2022;0;1010,7;22;31,6;26,1;21,7;79,9;56;9,4;2,3
28/02/2022;0;1010,1;21,8;32;26,1;21,1;79,1;48;13,1;3
01/03/2022;0;1009,8;22;33,1;26,7;21,5;76,9;50;12,5;3,7
02/03/2022;0;1010,4;21,9;32,8;27;21,3;75,3;45;13,2;4
03/03/2022;0;1010,1;22,5;32,9;27,4;23,4;76;46;12,7;4,1
04/03/2022;0;1009,9;22,5;33,5;27,2;21,5;77,2;49;11,4;3,6
05/03/2022;0;1009,9;21,8;33;26,6;21,1;77,2;43;9,9;2,4
06/03/2022;0;1010;22,2;32,7;26,6;21,6;78,6;54;10,4;2,5
07/03/2022;0;1009,6;21,7;32,7;26,2;21,2;77,9;53;9,1;2,5
08/03/2022;0;1010,1;21,4;33;26,1;20,8;77,5;51;10,7;2,8
09/03/2022;0;1010,4;21,8;33,3;26,1;21,3;78,5;51;9,1;2,2
10/03/2022;0;1010,4;21,7;30,4;24,7;21,9;84,5;52;8,1;2
11/03/2022;0;1009,2;21,8;33,2;26,3;20,7;79;50;12,8;3,2
12/03/2022;0;1008,5;22,1;33,9;26,9;20,9;76,6;46;12;3,5
13/03/2022;0;1009,6;22,5;33,2;27;21,6;78;53;11,1;3,1
14/03/2022;0;1007,9;22,4;33,3;26,7;21,8;79,1;51;12,4;3,6
15/03/2022;0;1007,8;22,4;34,3;27,5;23,4;75,4;49;12,3;4,2
16/03/2022;0;1009,9;22,2;32,5;26,7;21,9;77,8;54;12,1;3,6
17/03/2022;0,6;1011,4;22,5;32,6;26,6;21,9;80,1;48;11,8;3,2
18/03/2022;0;1011,3;21,7;33,3;26,6;21;77;43;11,3;3,4
19/03/2022;0;1009,8;21,8;33,2;26,5;21,2;77,3;51;11,5;3,1
20/03/2022;0;1009,2;21,5;34,5;26,9;21,6;75,2;35;9,6;3
21/03/2022;0;1011,5;20,9;31,2;24,7;21,5;81;55;15,3;3,4
22/03/2022;30,2;1013,8;19,7;28,1;23,4;20;80,8;57;12,7;3,9
23/03/2022;5,8;1013,7;20,2;29,3;24,1;21;80,5;53;8,3;2,2
24/03/2022;2,4;1011,7;21,7;28,2;23,9;20,6;87,9;71;5,6;2
25/03/2022;0;1008,6;23;32,1;26,2;21,4;84,2;57;12,1;3,3
26/03/2022;0;1006,9;22,6;34,1;27,2;23,1;77,4;49;11;3,8
27/03/2022;0;1008,3;22,2;34,7;27,4;23,4;74,9;46;11;4,4
28/03/2022;0;1010,6;22,4;33;26,5;21,5;80,5;49;10,9;2,6
29/03/2022;0;1010,3;22,8;32,4;26,2;21,1;83,3;56;9,9;2,4
30/03/2022;0;1008;22,7;33;26,6;21,6;81,1;50;8,3;2,1
31/03/2022;0;1007,6;23;34,2;27,2;22,8;79,5;50;9,9;3,1
01/04/2022;0;1011,6;23,2;31,5;26,1;21,7;85,8;60;6,4;1,2
02/04/2022;0;1012,1;22,9;32,7;26,3;21,9;83,1;57;10,6;2,2
03/04/2022;0;1012,1;22,8;32,8;26,1;22,3;84;53;7;1,4
04/04/2022;1,8;1011,3;22,9;32,4;26,3;22,1;83,7;56;9,1;1,9
05/04/2022;0;1009,6;22,3;34,7;26,6;21,1;80,3;40;10,9;2,9
06/04/2022;0;1009,8;23,1;31,6;26,6;23;82,3;58;9,8;2,3
07/04/2022;0;1010,2;21;30,6;25,8;22,3;75,7;56;10;2,5
08/04/2022;0;1010,9;21,4;32;25,7;21,2;78,6;53;7,9;1,5
09/04/2022;0;1008,6;22,2;34;26,3;21;80,1;48;9,9;2,6
10/04/2022;0;1007;22,5;30,9;26,5;23,5;79,5;58;11,2;2,5
11/04/2022;1,2;1008,6;22,5;30,1;25,7;22,7;83,7;62;10;2,2
12/04/2022;0;1008,4;21,7;31,8;25,8;21,4;79,7;56;8,7;2,4
13/04/2022;0;1006;22,9;33,9;26,8;21,9;80,8;50;10,2;2,7
14/04/2022;0;1004,4;22,9;32,3;26;22,8;85;50;11;2,1
15/04/2022;8,8;1007;19,3;27,2;23,8;21,7;77,8;48;15,8;3,8
16/04/2022;0;1011,1;15,4;27,8;22,4;15,9;66;44;12,1;2,8
17/04/2022;0;1012,7;16,9;28,6;22,9;18,2;70,6;44;10;2,9
18/04/2022;0;1013,2;17,2;28,3;22,9;17,8;72,3;45;11,2;3
19/04/2022;0;1012,8;18,1;29,3;23,1;17,6;75,1;51;9,5;2,5
20/04/2022;0;1012,2;18,7;30,3;23,5;18,3;76,5;45;8,3;2,2
21/04/2022;0;1010,9;18,7;30,3;23,4;17,8;77,6;43;6,4;1,8
22/04/2022;0;1007,4;20,3;35;25,6;19,3;75;37;9,1;3,5
23/04/2022;0;1007,2;19,1;36,2;26,5;19,3;67,7;25;11,9;3,6
24/04/2022;0;1011,7;21,4;30,9;26,2;21,6;76,3;44;12,6;3,6
25/04/2022;0;1014,8;21,4;28,8;25,3;23,5;79,5;60;11,2;3,2
26/04/2022;0;1013;21,3;31,4;24,9;20,8;81,5;57;7;1,6
27/04/2022;0,2;1012,5;20,5;32;25;19,9;79;42;10;2,6
28/04/2022;0;1013,6;21,1;31,8;25;20,1;81,1;53;11,3;2,9
29/04/2022;0;1012,5;21,2;32,5;25,5;20,1;80,2;41;9,6;2,9
30/04/2022;0;1012,8;20,4;32;24,1;19,1;82,6;50;5,8;1,4
01/05/2022;0;1011,8;19,6;31,7;25,1;19,6;74,3;47;11;3,2
02/05/2022;0;1010,5;20;34,4;26,5;20,1;69,7;41;8,1;2,9
03/05/2022;0;1010,2;21,1;33,3;25,1;19,5;80;45;10,8;3
04/05/2022;0;1008,3;21;35,1;26,7;22,4;72,6;38;11,3;4,5
05/05/2022;0;1009,5;22,3;31,2;26,1;25,1;80,3;62;10,5;3,3
06/05/2022;0,8;1014,4;21;25,8;23,7;22,5;85,2;70;8,8;2,7
07/05/2022;0;1015,7;18,5;27,8;23,6;20,2;73,8;50;11,3;3,1
08/05/2022;0;1015,1;18,6;27,4;23,6;21,2;74,1;55;12,6;4,2
09/05/2022;6;1015,1;18;26,3;22,4;20,4;77,3;55;11,7;3,2
10/05/2022;0;1012,8;17,6;28,9;22,6;17,7;74,3;51;9,8;2,5
11/05/2022;0;1010,2;19,1;30,5;23;17,7;81,3;48;10,7;2,4
12/05/2022;0;1009,2;18,7;30,6;23,2;17,9;77,3;43;11,8;3,1
13/05/2022;0;1013;18,9;28,9;23,6;19,2;76,3;47;8,7;2,1
14/05/2022;0;1014;19,3;28,2;23,5;19,7;78,5;54;7,3;1,9
15/05/2022;0,8;1011,5;19,2;27,2;23,1;19,8;79,5;61;10;2,6
16/05/2022;0;1009;19,4;28,4;24,1;21,6;75,4;60;9,2;3,2
17/05/2022;0;1007,7;20,4;29,9;23,4;19,3;84,3;61;6,6;1,4
18/05/2022;0;1004,6;16,5;27,3;21,8;19,9;73,9;47;6;1,7
19/05/2022;0;1006,2;7,4;27,3;17,9;9,1;54,1;25;10;2,4
20/05/2022;0;1014,1;11,4;26,3;18,9;12,5;63,5;38;9,2;2,3
21/05/2022;0;1018,2;14,9;25,9;19,5;14,5;76,7;49;9,2;2,7
22/05/2022;0;1018,7;15,8;26,3;20,3;16,3;76,3;53;7,4;2,2
23/05/2022;0;1018;16,6;27,5;20,9;16,6;77,5;49;6,8;1,8
24/05/2022;0;1018,9;17,7;22,7;19,6;17,3;89,3;71;5,5;1,8
25/05/2022;15;1020,1;19,2;27,9;21,5;18,2;88,5;53;8,3;1,6
26/05/2022;9;1019,5;18;28,2;21,3;18,1;84,5;45;6,5;1,4
27/05/2022;0;1017,8;17,5;25,4;19,7;16,1;87,6;59;9,1;2,8
28/05/2022;6,4;1014,6;19,1;28,1;22,1;17,8;84,8;46;9,1;2,6
29/05/2022;0,2;1012;19,7;28,5;22,7;18,7;85,2;59;9,3;3,2
30/05/2022;0,6;1009,4;21,3;29,1;23,5;20;88,8;63;9,4;3,5
31/05/2022;0,2;1009,6;20,1;30,1;22,9;17,9;86,2;55;6,7;1,8
01/06/2022;0;1011,7;20,3;28,6;22,6;17,9;88,6;62;5,3;1,3
02/06/2022;0;1009,7;21;31;23,8;18;86,5;53;7,7;2,3
03/06/2022;0;1012,2;20,9;28,6;23,7;20;85,2;62;11,5;2,6
04/06/2022;5,6;1016,2;19,6;22,9;20,2;19,4;96,2;77;10,4;3,2
05/06/2022;2,6;1017,6;15,7;24,3;19,7;17,4;79,8;46;10,3;2,8
06/06/2022;0;1014,9;14,8;25,8;19,7;15,8;75;45;7,4;2,9
07/06/2022;0;1009,9;14,7;30,3;20,7;13;73,1;37;6,4;2,1
08/06/2022;0;1009,3;17,1;28,6;20,8;14,9;81,2;54;6,5;1,4
09/06/2022;0;1012,4;18,9;27,3;21,3;17;87,6;58;5,1;1,3
10/06/2022;0;1010,7;18,7;30,6;22,9;17,3;80,3;42;12,8;3,2
11/06/2022;0;1011,7;18;24,9;22,2;20,3;77,4;62;9,6;3,2
12/06/2022;0;1011,9;18,1;23,3;20,8;19,5;84,4;75;5,9;1,7
13/06/2022;0;1014,6;15,5;24,4;20,6;19,3;73,4;56;11;3,7
14/06/2022;0;1017,3;15,1;24,1;19,7;15,1;75,3;57;11,9;3,1
15/06/2022;0;1017,7;14,3;25,1;19,1;13,7;75,6;48;8,4;2,3
16/06/2022;0;1015,6;15,3;26,2;19,8;15,2;76,6;51;7,1;2,1
17/06/2022;0;1011,8;15,8;27,6;20,4;15;77,4;41;9,8;3,3
18/06/2022;0;1010,5;16,5;30,7;22,3;15,4;72,5;37;12,5;2,7
19/06/2022;0;1016,6;18,9;24,4;21,9;20,8;82,7;69;12,5;3,5
20/06/2022;0,6;1017,5;19;27,5;21,5;19,2;87,2;60;5,4;1,7
21/06/2022;0;1016,1;18;28,6;21,9;17,8;79,9;54;8,3;2,2
22/06/2022;0;1014,3;18,9;29;22;16,6;84,8;52;9,8;2,6
23/06/2022;0,2;1014,7;19,2;29,6;22,3;16,7;85;48;9,7;3
24/06/2022;0;1014,7;19,6;29,6;22,7;17,6;84,5;54;8,9;2,9
25/06/2022;0;1013,6;18,6;29,6;22,3;16,8;82;52;11,5;1,9
26/06/2022;0;1015,3;16,4;23,4;20,9;19,8;76;62;13;3,7
27/06/2022;0,4;1017,8;14,1;24,2;19,6;16,4;72,2;39;11,3;2,9
28/06/2022;0;1016,9;13,7;25,3;19,1;14,5;72,5;48;9,5;2,8
29/06/2022;0;1013,3;14,7;28,4;19,8;11,9;75,1;41;11,1;3,5
30/06/2022;0;1013,4;16,6;24,9;20,7;14,9;77,8;67;11,3;3,4
01/07/2022;0;1016,5;17,7;27,5;21,1;16,3;83,4;53;5,8;1,4
02/07/2022;2;1018,9;18,7;28,8;21,7;17,1;85,3;47;10,1;2,5
03/07/2022;0;1019,8;17;28,8;21,2;15,5;79,7;44;10;3,2
04/07/2022;0;1019,1;17,8;28,5;21,2;16,4;82,6;50;9,3;2,3
05/07/2022;2;1017,4;18,6;27,5;21,8;17;84;52;11,4;2,6
06/07/2022;0,2;1016,6;17,1;28,8;21,5;15,8;79,6;38;11,5;2,7
07/07/2022;0;1017,2;17,7;28,6;21,8;16,7;79,9;48;10,1;2,8
08/07/2022;0;1019,3;18,2;27,8;21,2;16,4;84,7;53;9,2;2,4
09/07/2022;0;1019,6;17,8;25,5;20,1;15,8;87,8;62;7,4;1,8
